Tm1 172336
Tm1 108024
Tm1 5296
Tm12/25 3450
Tm16 1182
Tm16 1607892
Tm2 155
Tm2 507533
Tm2 108754
Tm2 5478
Tm2 15666
Tm2 5798
Tm2 5746
Tm2 587261
Tm2 587961
Tm2 3092
Tm20 5709
Tm20 229
Tm20 138
Tm20 527778
Tm20 472884
Tm23/Tm24 1315
Tm23/Tm24 132
Tm23/Tm24 89
Tm28/TmY9 195
Tm3 3453
Tm3 210
Tm3 321031
Tm3 5135970
Tm3 382033
Tm3 64633
Tm3 5530404
Tm3 194
Tm3 44324
Tm3 3620
Tm3 4331343
Tm3 5025067
Tm3 62
Tm3 388678
Tm3 5656185
Tm3 967907
Tm3 468139
Tm3 346731
Tm3 239965
Tm3 4674663
Tm3 5434918
Tm4 3877
Tm4 100194
Tm4 2888
Tm4 159353
Tm4 100
Tm4 232803
Tm4 143
Tm5a 58096
Tm5a 1306
Tm5a 157
Tm5a 5669
Tm5b 98003
Tm5c-like 166
Tm5c-like 5985
Tm5Y 1170
Tm5Y 4228
Tm5Y 553071
Tm6/14 12328
Tm6/14 306711
Tm6/14 4781
Tm6/14 70108
Tm9 223
Tm9 5640
Tm9 5542
Tm9 3632
TmY10 5743
TmY10 5854
TmY13 4248
TmY13 5800
TmY14 2532
TmY14 221791
TmY3 3562
TmY3 305999
TmY3 261469
TmY3 230752
TmY4 5816
TmY4 4427
TmY5a 1376
TmY5a 1446
TmY5a 3358
TmY5a 352887
TmY5a 5831
TmY5-like 172257
TmY5-like 61791
unknown Dm-1 3741
unknown Dm-2 6011
unknown Mi-1 3673
unknown Pm-1 172383
unknown Pm-1 172492
unknown Pm-1 1773
unknown Pm-1 3617
unknown Pm-2 1837
unknown Tm-1 3474
unknown Tm-10 3633
unknown Tm-11 3669
unknown Tm-12 3832
unknown Tm-13 471892
unknown Tm-14 621991
unknown Tm-15 98
unknown Tm-16 3243
unknown Tm-17 305305
unknown Tm-17 5621
unknown Tm-2 174
unknown Tm-2 30928077
unknown Tm-3 218
unknown Tm-3 3590
unknown Tm-4 4469
unknown Tm-5 1250
unknown Tm-6 1320
unknown Tm-7 1391
unknown Tm-8 153
unknown Tm-9 3542
unknown TmY-1 280277
unknown TmY-1 4831
Y3/Y6 2443
Y3/Y6 4602
Y3/Y6 6097
Y4 1593971
Y4 546671
